ID;IDINTERVENTION;TEXT_INTERVENTIONMANUEL;IDSALARIE;Login;HEUREDEBUT;HEUREFIN;DATEDEBUT;DATEFIN;DEMIJOURDEBUT;DEMIJOURFIN;BHEURE;COMPLEMENT;TRANSFERE;CREATIONPOSTCLOTURE;IDJOURFERIE;ORIGINEINTRANET
26745;40;;378;FMN;1899-12-30 08:15:00.000;1899-12-30 12:17:00.000;2012-07-27 00:00:00.000;2012-07-27 00:00:00.000;1;0;0;0;0;0;0;1
26982;40;;267;JPR;1899-12-30 13:43:00.000;1899-12-30 17:30:00.000;2012-07-27 00:00:00.000;2012-07-27 00:00:00.000;1;1;0;0;0;0;0;1
25368;40;;378;FMN;1899-12-30 13:55:00.000;1899-12-30 17:30:00.000;2012-07-27 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26084;40;;413;LHP;1899-12-30 13:55:00.000;1899-12-30 17:45:00.000;2012-07-27 00:00:00.000;2012-07-30 00:00:00.000;1;0;0;0;0;0;0;1
26292;40;;630;SMR;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-27 00:00:00.000;2012-08-03 00:00:00.000;0;0;0;0;0;0;0;1
27001;40;;71;RLE;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-27 00:00:00.000;2012-07-27 00:00:00.000;0;0;0;0;0;0;0;NULL
26673;40;;474;BPT;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-27 00:00:00.000;2012-08-24 00:00:00.000;0;0;0;0;0;0;0;NULL
26395;40;;29;FPT;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-27 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
26124;40;;238;MWG;1899-12-30 00:00:00.000;1899-12-30 00:00:00.000;2012-07-28 00:00:00.000;2012-08-18 00:00:00.000;0;0;0;0;0;0;0;1
25647;40;;116;SRE;1899-12-30 00:00:00.000;1899-12-30 00:00:00.000;2012-07-29 00:00:00.000;2012-08-19 00:00:00.000;0;0;0;0;0;0;0;1
25264;40;;120;JPD;1899-12-30 08:15:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
25671;40;;50;CGN;1899-12-30 08:15:00.000;1899-12-30 17:45:00.000;2012-07-30 00:00:00.000;2012-08-22 00:00:00.000;0;0;0;0;0;0;0;1
26186;40;;28;SRZ;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-22 00:00:00.000;0;0;0;0;0;0;0;1
26205;40;;408;CGS;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
26119;40;;566;PPS;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26309;40;;53;JSE;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-03 00:00:00.000;0;0;0;0;0;0;0;NULL
26470;40;;256;RELE;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26411;40;;98;ESA;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
26342;40;;276;MBN;1899-12-30 08:00:00.000;1899-12-30 18:00:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26374;40;;57;SRL;1899-12-30 08:30:00.000;1899-12-30 18:00:00.000;2012-07-30 00:00:00.000;2012-08-21 00:00:00.000;0;0;0;0;0;0;0;1
26150;40;;63;BBT;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
26372;40;;26;MZI;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26237;40;;71;RLE;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
25054;40;;555;HGT;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26981;40;;267;JPR;1899-12-30 08:30:00.000;1899-12-30 18:00:00.000;2012-07-30 00:00:00.000;2012-07-30 00:00:00.000;0;0;0;0;0;0;0;1
25602;40;;15;FRDN;1899-12-30 08:30:00.000;1899-12-30 18:00:00.000;2012-07-30 00:00:00.000;2012-08-22 00:00:00.000;0;0;0;0;0;0;0;1
25218;40;;14;PGI;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-20 00:00:00.000;0;0;0;0;0;0;0;1
24437;40;;81;DCD;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26911;40;;580;JLB;1899-12-30 08:30:00.000;1899-12-30 00:00:00.000;2012-07-30 00:00:00.000;2012-08-18 00:00:00.000;0;0;0;0;0;0;0;1
26912;40;;107;JDS;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-24 00:00:00.000;0;0;0;0;0;0;0;1
26657;40;;13;FRI;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-24 00:00:00.000;0;0;0;0;0;0;0;NULL
26658;40;;42;IFE;1899-12-30 08:15:00.000;1899-12-30 17:15:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26585;40;;548;JAY;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26551;40;;611;RBY;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
26548;40;;606;SFS;1899-12-30 08:30:00.000;1899-12-30 18:00:00.000;2012-07-30 00:00:00.000;2012-08-20 00:00:00.000;0;0;0;0;0;0;0;1
26555;40;;473;LAJ;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26537;40;;563;YND;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-03 00:00:00.000;0;0;0;0;0;0;0;1
26522;40;;100;TGT;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-24 00:00:00.000;0;0;0;0;0;0;0;1
26869;40;;549;FLBL;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
26516;40;;574;BGN;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-24 00:00:00.000;0;0;0;0;0;0;0;1
23844;40;;438;YLE;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
27083;40;;600;FCT;1899-12-30 10:00:00.000;1899-12-30 18:30:00.000;2012-07-30 00:00:00.000;2012-07-30 00:00:00.000;0;0;0;0;0;0;0;NULL
26795;40;;277;FRPT;1899-12-30 08:30:00.000;1899-12-30 17:15:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;NULL
26932;40;;7;TPT;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-30 00:00:00.000;2012-08-22 00:00:00.000;0;0;0;0;0;0;0;NULL
26329;40;;75;PCO;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-24 00:00:00.000;0;0;0;0;0;0;0;1
26448;40;;364;ECA;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-03 00:00:00.000;0;0;0;0;0;0;0;1
26452;40;;570;JEGI;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-24 00:00:00.000;0;0;0;0;0;0;0;1
26344;40;;599;ABE;1899-12-30 08:30:00.000;1899-12-30 16:00:00.000;2012-07-30 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
26277;40;;221;SBH;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-03 00:00:00.000;0;0;0;0;0;0;0;1
26500;40;;567;IPL;1899-12-30 08:00:00.000;1899-12-30 12:00:00.000;2012-07-30 00:00:00.000;2012-08-16 00:00:00.000;0;1;0;0;0;0;0;NULL
26468;40;;54;AFY;1899-12-30 08:15:00.000;1899-12-30 17:15:00.000;2012-07-30 00:00:00.000;2012-08-10 00:00:00.000;0;0;0;0;0;0;0;1
24803;40;;40;RDA;1899-12-30 08:30:00.000;1899-12-30 17:30:00.000;2012-07-30 00:00:00.000;2012-08-17 00:00:00.000;0;0;0;0;0;0;0;1
25976;40;;435;FTN;1899-12-30 08:30:00.000;1899-12-30 18:00:00.000;2012-07-30 00:00:00.000;2012-08-20 00:00:00.000;0;0;0;0;0;0;0;1
26326;40;;583;JVD;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;2012-07-31 00:00:00.000;2012-08-22 00:00:00.000;0;0;0;0;0;0;0;1
26750;40;;43;FFT;1899-12-30 14:00:00.000;1899-12-30 17:00:00.000;2012-07-31 00:00:00.000;2012-07-31 00:00:00.000;1;1;0;0;0;0;0;NULL
